,,,,
73,0.692799999,0.802899999,0.762999999,0.571399999
74,0.692499999,0.802999999,0.761099999,0.576099999
75,0.693299999,0.803199999,0.761999999,0.579899999
76,0.697699999,0.804499999,0.764299999,0.584599999
77,0.694199999,0.805999999,0.762299999,0.589499999
78,0.697999999,0.806299999,0.765699999,0.593799999
79,0.695799999,0.808599999,0.770499999,0.598899999
80,0.699199999,0.810099999,0.769399999,0.606099999
81,0.700499999,0.808099999,0.771199999,0.612099999
82,0.704099999,0.812699999,0.772699999,0.618599999
83,0.699699999,0.813299999,0.775899999,0.621199999
84,0.705399999,0.814499999,0.774799999,0.629999999
85,0.704499999,0.813999999,0.776899999,0.635799999
86,0.705299999,0.817299999,0.776399999,0.642799999
87,0.704899999,0.819299999,0.776799999,0.649599999
88,0.706599999,0.821499999,0.780199999,0.654399999
89,0.714499999,0.820299999,0.779899999,0.659599999
90,0.707999999,0.820799999,0.779899999,0.662599999
91,0.706199999,0.824199999,0.779299999,0.669999999
92,0.710299999,0.823499999,0.782499999,0.674799999
93,0.709299999,0.822899999,0.783799999,0.678999999
94,0.720499999,0.824799999,0.783699999,0.684499999
95,0.711999999,0.827399999,0.782899999,0.687999999
96,0.717599999,0.828099999,0.786399999,0.692599999
97,0.717499999,0.826799999,0.785899999,0.695899999
98,0.717299999,0.827099999,0.787399999,0.699699999
99,0.719599999,0.827199999,0.788299999,0.703199999
100,0.716999999,0.829599999,0.790199999,0.706099999
101,0.718899999,0.829999999,0.790499999,0.709199999
102,0.723699999,0.831499999,0.789399999,0.712199999
103,0.721299999,0.832099999,0.792299999,0.716599999
104,0.726899999,0.831999999,0.791699999,0.720999999
105,0.728999999,0.835299999,0.791699999,0.723699999
106,0.727399999,0.833199999,0.791799999,0.727699999
107,0.725099999,0.836999999,0.793599999,0.729399999
108,0.726399999,0.835299999,0.795599999,0.732099999
109,0.724199999,0.835399999,0.796099999,0.735499999
110,0.728099999,0.836199999,0.796099999,0.737799999
111,0.730099999,0.836799999,0.797099999,0.740199999
112,0.731099999,0.838399999,0.797799999,0.742299999
113,0.728799999,0.838899999,0.798799999,0.743599999
114,0.732499999,0.840099999,0.798899999,0.746199999
115,0.726699999,0.842099999,0.801699999,0.748399999
116,0.726399999,0.843699999,0.801899999,0.749899999
117,0.736799999,0.840999999,0.801899999,0.752099999
118,0.734399999,0.839199999,0.801099999,0.753799999
119,0.733099999,0.842499999,0.800499999,0.756699999
120,0.734499999,0.844399999,0.802799999,0.757999999
121,0.735999999,0.844299999,0.802999999,0.759099999
122,0.735699999,0.843399999,0.802899999,0.760099999
123,0.734399999,0.845799999,0.805099999,0.760699999
124,0.732899999,0.846499999,0.804999999,0.762499999
125,0.736699999,0.844199999,0.806999999,0.762699999
126,0.742799999,0.847799999,0.806799999,0.764199999
127,0.738799999,0.845899999,0.808799999,0.765299999
128,0.739999999,0.846099999,0.806399999,0.766399999
129,0.743499999,0.847099999,0.806699999,0.767399999
130,0.739699999,0.846399999,0.808799999,0.770299999
131,0.739199999,0.847499999,0.809399999,0.769999999
132,0.737299999,0.848499999,0.809199999,0.771699999
133,0.736599999,0.848899999,0.810199999,0.773299999
134,0.743299999,0.851199999,0.811899999,0.773299999
135,0.740399999,0.851599999,0.809899999,0.773599999
136,0.741899999,0.852399999,0.812199999,0.775699999
137,0.740399999,0.853199999,0.812699999,0.775499999
138,0.745599999,0.852499999,0.813999999,0.776099999
139,0.744299999,0.854099999,0.814599999,0.777899999
140,0.742599999,0.855499999,0.814299999,0.777699999
141,0.744099999,0.856499999,0.815599999,0.779299999
142,0.745899999,0.854199999,0.816299999,0.780999999
143,0.745499999,0.853799999,0.815499999,0.781399999
144,0.744299999,0.856199999,0.816399999,0.782399999
145,0.745099999,0.855999999,0.818399999,0.783699999
146,0.746899999,0.856499999,0.817199999,0.783699999
147,0.748499999,0.854599999,0.818599999,0.784899999
148,0.744499999,0.857399999,0.817999999,0.785199999
149,0.749699999,0.858099999,0.818899999,0.785699999
150,0.749199999,0.856199999,0.819399999,0.786399999
151,0.750099999,0.860299999,0.820599999,0.786599999
152,0.744899999,0.861999999,0.819199999,0.788699999
153,0.751299999,0.858899999,0.819399999,0.789199999
154,0.748599999,0.859399999,0.820099999,0.788699999
155,0.752799999,0.862099999,0.821999999,0.790199999
156,0.744199999,0.863199999,0.820999999,0.790399999
157,0.752399999,0.863099999,0.823199999,0.790599999
158,0.752499999,0.862499999,0.822099999,0.791299999
159,0.758199999,0.864599999,0.824399999,0.792099999
160,0.746299999,0.862199999,0.823899999,0.793299999
161,0.753999999,0.866999999,0.824799999,0.794299999
162,0.757099999,0.867599999,0.823999999,0.794399999
163,0.756399999,0.866199999,0.824999999,0.795399999
164,0.753399999,0.865399999,0.825099999,0.796499999
165,0.754499999,0.867899999,0.826699999,0.797599999
166,0.765199999,0.868799999,0.826799999,0.796999999
167,0.762399999,0.868499999,0.826699999,0.800099999
168,0.759499999,0.867799999,0.827999999,0.798899999
169,0.757199999,0.869499999,0.826599999,0.799999999
170,0.760699999,0.869899999,0.828399999,0.801499999
171,0.759699999,0.871299999,0.828099999,0.802399999
172,0.760999999,0.869799999,0.828999999,0.804399999
173,0.765499999,0.870099999,0.828499999,0.802799999
174,0.770199999,0.870099999,0.829399999,0.803099999
175,0.762899999,0.872199999,0.828999999,0.802899999
176,0.757399999,0.871099999,0.831199999,0.804099999
177,0.758899999,0.870399999,0.830799999,0.804599999
178,0.766599999,0.871899999,0.830199999,0.805599999
179,0.758899999,0.870999999,0.830999999,0.806199999
180,0.760499999,0.872599999,0.831999999,0.807299999
181,0.758599999,0.872099999,0.832699999,0.808099999
182,0.762899999,0.872299999,0.833099999,0.808299999
183,0.763999999,0.875299999,0.833499999,0.809899999
184,0.770099999,0.876199999,0.833399999,0.809399999
185,0.766099999,0.877099999,0.833899999,0.809999999
186,0.765199999,0.875399999,0.834299999,0.808499999
187,0.763099999,0.876499999,0.834399999,0.809799999
188,0.761099999,0.875199999,0.834199999,0.810199999
189,0.774699999,0.876099999,0.834999999,0.811199999
190,0.767599999,0.877199999,0.834899999,0.811299999
191,0.764999999,0.876699999,0.835499999,0.812499999
192,0.770599999,0.876599999,0.836499999,0.812199999
193,0.767299999,0.879299999,0.837199999,0.812099999
194,0.770499999,0.877499999,0.837499999,0.812999999
195,0.770499999,0.877799999,0.838799999,0.813599999
196,0.775399999,0.878299999,0.837799999,0.813399999
197,0.771599999,0.880699999,0.838799999,0.815699999
198,0.770999999,0.879499999,0.838599999,0.817299999
199,0.777099999,0.878099999,0.841299999,0.816599999
200,0.767299999,0.878999999,0.839399999,0.815299999
200,0.767299999,0.878999999,0.839399999,0.815299999
