,,,,
1,0.096,0.1162,0.1016,0.1008
2,0.0957,0.1408,0.1086,0.101
3,0.153,0.0972,0.1264,0.1013
4,0.1382,0.0957,0.1446,0.1016
5,0.2646,0.0957,0.1501,0.1021
6,0.3369,0.1322,0.135,0.104
7,0.3551,0.2098,0.1102,0.1057
8,0.3664,0.2248,0.0987,0.1088
9,0.3846,0.3343,0.0962,0.1126
10,0.41,0.3861,0.0961,0.116
11,0.4289,0.4226,0.0957,0.122
12,0.446,0.4465,0.0957,0.126
13,0.4585,0.4686,0.096,0.1295
14,0.47,0.4946,0.1001,0.1337
15,0.4808,0.517699999,0.1943,0.1389
16,0.4915,0.531999999,0.3312,0.1432
17,0.4998,0.548899999,0.4105,0.146
18,0.511099999,0.564099999,0.4539,0.1489
19,0.518799999,0.580699999,0.476,0.1525
20,0.524099999,0.595399999,0.49,0.1571
21,0.533099999,0.607399999,0.4932,0.1594
22,0.542499999,0.619399999,0.4985,0.16
23,0.545199999,0.631699999,0.503699999,0.1615
24,0.551199999,0.641299999,0.510999999,0.1613
25,0.556799999,0.654099999,0.520999999,0.1598
26,0.560299999,0.666699999,0.529399999,0.1607
27,0.564199999,0.676599999,0.538199999,0.1596
28,0.571599999,0.686199999,0.551599999,0.1574
29,0.575699999,0.693799999,0.562299999,0.1562
30,0.578299999,0.699699999,0.573199999,0.153
31,0.580999999,0.707499999,0.580999999,0.151
32,0.583099999,0.709699999,0.590699999,0.1472
33,0.590199999,0.711899999,0.597599999,0.1432
34,0.590499999,0.720299999,0.607099999,0.1402
35,0.599899999,0.723899999,0.619499999,0.1364
36,0.606699999,0.727499999,0.625299999,0.132
37,0.607899999,0.730599999,0.634099999,0.1289
38,0.617699999,0.734899999,0.639799999,0.1254
39,0.616999999,0.740399999,0.650699999,0.1216
40,0.617999999,0.742799999,0.655899999,0.1186
41,0.623299999,0.745899999,0.664799999,0.1154
42,0.630699999,0.747299999,0.672199999,0.1131
43,0.633399999,0.749899999,0.677999999,0.1106
44,0.635299999,0.751899999,0.682799999,0.1083
45,0.634299999,0.756599999,0.686899999,0.1065
46,0.641999999,0.757499999,0.691699999,0.1045
47,0.644299999,0.759699999,0.698599999,0.1028
48,0.648299999,0.763199999,0.702399999,0.1019
49,0.645999999,0.766199999,0.708399999,0.1011
50,0.652899999,0.767099999,0.711299999,0.1009
51,0.653499999,0.771699999,0.715299999,0.1004
52,0.655299999,0.774299999,0.720099999,0.1003
53,0.658499999,0.775699999,0.723699999,0.1005
54,0.661799999,0.776899999,0.725199999,0.1008
55,0.660999999,0.779799999,0.729599999,0.1017
56,0.666299999,0.779099999,0.731899999,0.1031
57,0.667499999,0.781499999,0.732899999,0.1069
58,0.670999999,0.781499999,0.734999999,0.115
59,0.670299999,0.785999999,0.735699999,0.1291
60,0.673599999,0.785999999,0.738399999,0.1517
61,0.674199999,0.789999999,0.740099999,0.1889
62,0.675299999,0.790499999,0.742399999,0.2445
63,0.677999999,0.791399999,0.744399999,0.3282
64,0.677799999,0.791499999,0.746999999,0.4081
65,0.678699999,0.791999999,0.747299999,0.4626
66,0.682699999,0.794899999,0.749599999,0.526799999
67,0.683699999,0.797099999,0.751399999,0.548399999
68,0.683699999,0.796199999,0.753699999,0.554599999
69,0.691299999,0.797999999,0.754799999,0.557899999
70,0.686599999,0.799199999,0.758199999,0.562499999
71,0.690499999,0.799399999,0.757199999,0.565899999
72,0.693499999,0.802199999,0.758399999,0.569299999
